"","sample.ag..10000..replace...T.","sample.conta..10000..replace...T.","cdlc","valor"
"1734","01","236",53,70.5444511034973
"1735","01","192",46,45.5874275271371
"1736","02","146",48,73.1672338046646
"1737","01","225",51,38.2079507052688
"1738","01","205",60,47.7211442056186
"1739","01","240",59,20.1380779954771
"1740","01","168",51,49.7312767396557
"1741","01","156",58,50.4699644481773
"1742","01","231",55,60.6357267402007
"1743","01","194",60,31.3673379673586
"1744","01","191",56,68.129437239742
"1745","01","211",54,66.5549015763733
"1746","02","144",58,64.9690156748486
"1747","02","196",53,45.9052145245632
"1748","02","193",57,37.2824527896427
"1749","02","214",45,75.1860074601364
"1750","02","148",48,28.3456931385407
"1751","02","170",57,34.7616258539681
"1752","01","147",53,12.9313657311094
"1753","01","151",59,49.7495201506061
"1754","02","177",59,48.8764339363199
"1755","01","158",48,48.7017287725769
"1756","01","239",53,65.3985884252419
"1757","02","204",57,29.8987724556277
"1758","02","195",60,52.8057143732172
"1759","01","240",57,37.7413698620396
"1760","01","170",55,71.278446586258
"1761","02","169",58,30.0240384315629
"1762","01","233",50,52.6013593684173
"1763","01","204",59,43.2942360035385
"1764","02","183",51,37.2420342314798
"1765","01","154",48,46.2208676723179
"1766","01","229",55,47.595279165749
"1767","01","237",49,43.4393356422763
"1768","01","239",56,51.2777196319949
"1769","02","148",52,31.893914325023
"1770","01","167",58,55.6429943695942
"1771","01","143",45,54.9514727394651
"1772","01","235",48,80.9818205766981
"1773","02","144",51,59.7384337458631
"1774","01","144",58,35.4816685713886
"1775","02","153",50,68.8428546962763
"1776","02","183",60,59.0695695947888
"1777","02","166",46,50.1146903623263
"1778","01","238",53,36.4162707161668
"1779","01","205",57,48.8635368508925
"1780","02","173",45,66.6330502400678
"1781","01","193",49,45.0843438041515
"1782","01","207",53,57.6652887618544
"1783","01","152",54,22.9156619837325
"1784","02","177",60,64.4065688901503
"1785","02","142",55,27.6645248299109
"1786","01","240",55,49.2042860398247
"1787","02","211",55,56.1142730643137
"1788","01","146",60,59.5640012323046
"1789","01","171",49,49.0785524530672
"1790","02","196",46,78.5797381292148
"1791","02","188",57,42.0519418877419
"1792","01","200",50,52.4819370521751
"1793","02","191",52,65.0055319266278
"1794","01","192",48,44.1578493440483
"1795","01","239",59,45.8991293558134
"1796","01","196",54,28.4856715234567
"1797","02","237",59,44.0970916552369
"1798","02","169",56,38.9566523533449
"1799","02","144",50,27.8987524974931
"1800","01","155",50,74.0667590814344
"1801","01","209",57,41.8292884342162
"1802","01","200",51,26.1981620885263
"1803","02","147",60,62.4993099200463
"1804","01","210",46,43.7491628640388
"1805","02","182",58,55.4843347551234
"1806","01","165",51,37.0467815123323
"1807","02","170",54,77.769948461745
"1808","01","213",57,41.6158945668917
"1809","02","189",48,37.3988623166114
"1810","02","165",49,54.1269618227189
"1811","01","173",60,51.1309015164742
"1812","02","203",46,53.7634568136046
"1813","01","216",45,46.4078752197404
"1814","01","147",58,21.2080445018868
"1815","02","212",59,37.8319687686671
"1816","01","168",45,58.0195487698831
"1817","01","189",47,57.7841885304685
"1818","01","217",56,51.4934517038904
"1819","01","193",57,34.8849712552597
"1820","02","172",53,36.2873885441398
"1821","02","204",47,57.9550938300643
"1822","02","158",53,50.0483238335619
"1823","01","213",47,73.0564830442038
"1824","01","151",54,32.9178232929794
"1825","01","235",57,53.3791156884495
"1826","01","199",48,48.231019650082
"1827","02","159",55,56.9672052791957
"1828","01","189",57,60.1640415689514
"1829","01","177",49,38.7471412075376
"1830","01","160",60,52.5387430902188
"1831","01","164",53,38.5417553406182
"1832","02","179",58,56.8653682855033
"1833","02","150",48,75.6048647891751
"1834","01","182",59,34.4491307818663
"1835","02","202",53,50.5570194522099
"1836","01","218",45,55.2397939429759
"1837","02","182",52,73.7554336271948
"1838","01","177",56,33.8535570131997
"1839","01","186",57,36.7658699973337
"1840","02","218",60,45.8897610371358
"1841","02","227",55,47.4756153138559
"1842","02","182",45,48.5215353803506
"1843","01","185",47,25.651305597055
"1844","02","149",51,65.6443658780081
"1845","01","225",46,56.9305112871951
"1846","02","237",59,57.1539894045328
"1847","01","144",51,54.9608773825911
"1848","01","233",59,61.8560892957026
"1849","02","233",55,20.6768194286337
"1850","02","170",57,31.1006523309255
"1851","02","153",58,55.5337163345064
"1852","02","229",46,46.2375693520313
"1853","02","162",54,45.7113526659387
"1854","02","238",48,74.4121253025301
"1855","02","226",52,59.194030561454
"1856","02","200",56,27.412264429266
"1857","02","209",51,57.1363510454392
"1858","02","165",47,70.6735682054193
"1859","02","181",60,51.2278810483009
"1860","02","211",60,62.7602820601561
"1861","01","226",45,60.4523854077812
"1862","01","165",55,34.9605553469745
"1863","01","237",54,54.0618156473656
"1864","01","203",58,59.8342107531903
"1865","02","213",60,87.459354079742
"1866","01","147",59,47.7479040972624
"1867","01","237",49,61.6652231809635
"1868","01","150",52,74.3924514939417
"1869","01","206",54,60.3955141152811
"1870","01","192",47,44.1840073811995
"1871","01","228",50,68.576035380005
"1872","02","159",51,76.077681880513
"1873","02","240",51,42.6469545429913
"1874","01","143",55,50.2615383709891
"1875","01","200",55,50.4273136755193
"1876","01","168",56,49.9489615446414
"1877","01","208",50,53.133379662588
"1878","02","178",53,34.3377993918567
"1879","02","142",47,47.211708739627
"1880","01","203",46,47.7039481849187
"1881","01","163",54,33.5479705660764
"1882","02","164",50,72.4746009631656
"1883","01","166",52,45.5665003367499
"1884","02","196",58,64.4751101133103
"1885","01","193",58,44.3934736111593
"1886","02","213",55,33.636657749217
"1887","02","198",50,63.6209147756969
"1888","02","180",60,61.7173513911956
"1889","02","207",45,51.1578959607942
"1890","02","189",45,46.418851210164
"1891","02","151",58,61.1933411617622
"1892","01","196",46,69.4755013262196
"1893","02","239",58,51.0706990645825
"1894","02","201",59,65.1168558807811
"1895","02","200",52,27.2389889708549
"1896","01","194",55,48.7783561310198
"1897","02","208",59,46.2535693091703
"1898","02","205",49,45.0183994656059
"1899","02","188",48,74.1233455288907
"1900","01","237",56,50.5999718861422
"1901","01","216",49,46.031930991319
"1902","02","237",51,57.3730545508937
"1903","01","204",60,32.1913056588159
"1904","01","227",56,61.961429622146
"1905","01","203",57,41.1046922996969
"1906","02","185",55,41.5577484822207
"1907","01","209",45,58.7434355618604
"1908","02","191",56,28.3512724346692
"1909","01","225",60,52.7106690715744
"1910","01","157",54,43.3616942455602
"1911","02","210",47,60.7659440555588
"1912","02","178",56,55.0608940731082
"1913","01","223",48,59.5157076318212
"1914","02","232",47,71.072011697564
"1915","01","207",50,67.2051918071659
"1916","01","231",57,57.4778570801772
"1917","01","151",57,53.5347063109536
"1918","01","207",54,69.6932489760221
"1919","02","204",60,48.7600935545723
"1920","02","198",50,80.6203831154651
"1921","01","144",54,22.17562133359
"1922","02","156",55,30.1161469647373
"1923","02","155",60,51.8174776567256
"1924","02","193",45,74.1214100084188
"1925","02","152",52,64.0999050929773
"1926","02","167",59,54.5314748811582
"1927","01","196",45,38.0217390451338
"1928","01","190",60,56.0052552511078
"1929","01","186",53,37.8722621525556
"1930","02","171",58,59.4762934994044
"1931","01","184",54,78.5527742187096
"1932","02","152",46,11.3475367273152
"1933","02","185",47,53.7807055096836
"1934","01","206",52,52.6810001149474
"1935","02","170",50,62.3005934866805
"1936","01","167",60,57.5316000886118
"1937","01","165",45,29.455772914094
"1938","01","146",54,58.9738796101807
"1939","01","162",58,54.6107183885
"1940","01","173",51,60.0208253367921
"1941","01","212",60,43.6762637947275
"1942","01","214",58,75.6341585671119
"1943","01","210",48,56.7334658180341
"1944","02","144",49,57.3113426685968
"1945","02","184",54,27.9312392537374
"1946","01","180",60,61.6051883942983
"1947","02","163",52,28.6890012716194
"1948","02","153",46,42.8779859225139
"1949","01","214",46,55.3093160103727
"1950","02","162",50,57.9513592486044
"1951","02","213",51,58.8535672645198
"1952","01","171",59,57.1945009593921
"1953","02","170",58,85.3797161310306
"1954","02","201",57,56.4844319258642
"1955","02","213",51,35.9996525196565
"1956","02","238",53,38.1656512422078
"1957","01","157",57,71.3504566819808
"1958","02","143",56,64.8886062286322
"1959","02","160",50,31.6551217077814
"1960","02","183",51,36.5093214449371
"1961","02","141",59,41.5420807901124
"1962","01","190",58,52.5353513292381
"1963","02","170",45,59.0516610015364
"1964","02","150",51,61.8915047442614
"1965","01","228",56,18.586899962943
"1966","01","206",54,73.8981632222294
"1967","01","198",57,47.6920034873
"1968","01","214",51,17.7904797999114
"1969","02","143",48,71.2518837677725
"1970","02","204",55,48.611748884845
"1971","01","170",50,79.2371550855144
"1972","02","176",50,62.2411241329644
"1973","02","159",60,62.9192022029537
"1974","02","172",49,32.4253446507529
"1975","02","189",47,32.4550277378676
"1976","02","169",48,42.6931992653291
"1977","01","185",51,67.3654819800022
"1978","01","153",53,45.3938622949295
"1979","02","165",48,60.2367703494365
"1980","01","209",52,47.5511823600007
"1981","01","148",47,81.0505054391105
"1982","02","162",56,67.5146292640771
"1983","02","211",54,41.4602385049484
"1984","02","148",59,48.5230837854965
"1985","02","216",54,74.8020818853278
"1986","02","154",46,29.3639169788194
"1987","01","224",49,25.2526383321334
"1988","01","178",52,46.8256130037228
"1989","02","230",46,49.6522195032925
"1990","01","160",49,63.5727462044027
"1991","01","184",57,43.0983410335623
"1992","01","220",50,50.1173419327244
"1993","01","172",56,47.3284845545477
"1994","01","142",48,60.0746996655969
"1995","01","219",50,35.8570561701452
"1996","02","227",45,60.9903967709753
"1997","01","225",45,57.0843612967858
"1998","01","225",47,57.5682033669782
"1999","01","228",58,60.7326453977457
"2000","01","176",45,28.2981127792665
"2001","01","184",47,54.8971654708263
"2002","02","222",51,39.5203843034243
"2003","01","222",60,55.1394210231264
"2004","02","228",55,27.7261714278191
"2005","02","163",53,67.0289119023916
"2006","02","194",52,41.9042446887663
"2007","02","202",46,71.7922542699806
"2008","01","218",48,50.3702084132013
"2009","01","221",50,35.5020203211372
"2010","02","165",45,46.0011087134378
"2011","02","212",49,34.8074981632153
"2012","02","240",53,48.1816582875935
"2013","02","240",48,62.3280260309046
"2014","02","161",49,50.6988025366856
"2015","01","201",54,39.4561102086078
"2016","02","205",51,68.6489775111824
"2017","02","161",46,51.6659613469025
"2018","01","222",49,53.0048627885921
"2019","01","183",49,46.5503672943289
"2020","02","199",52,67.7209342596764
"2021","02","185",45,37.2436619347412
"2022","02","175",49,40.6781216890288
"2023","01","153",48,49.3109029783235
"2024","02","181",47,53.0135470058285
"2025","02","149",45,45.2057437550999
"2026","01","187",53,61.4395995917321
"2027","02","185",56,66.8920165461115
"2028","02","201",45,67.3831353269809
"2029","01","210",51,47.923833653308
"2030","02","196",51,49.2884948366059
"2031","01","180",46,31.4134419086556
"2032","01","148",45,61.8760109798972
"2033","01","194",55,44.2524539168599
"2034","01","233",59,52.463446420863
"2035","02","186",46,59.6148850765211
"2036","02","239",47,78.6447628340962
"2037","02","210",49,43.3480779696274
"2038","01","185",48,35.430472149068
"2039","02","145",46,54.160082741404
"2040","02","195",59,42.7573812170824
"2041","01","161",57,44.7285323238521
"2042","02","166",58,30.639184910922
"2043","02","228",56,49.5962154637377
"2044","02","231",52,53.9883131454382
"2045","01","150",51,55.1625012894362
"2046","02","200",45,37.6543634313642
"2047","02","196",54,57.5378791655379
"2048","02","187",51,51.7225012214692
"2049","01","199",55,54.2109976799051
"2050","01","171",50,24.9350764707141
"2051","02","185",55,32.9015618303468
"2052","01","149",56,40.599568830997
"2053","02","148",48,56.2872961462545
"2054","02","178",53,47.1545977324214
"2055","02","209",51,75.4256801022509
"2056","02","214",46,41.6969903199297
"2057","02","205",56,52.0936660213286
"2058","01","230",58,26.0960340694264
"2059","01","158",60,38.7677265283168
"2060","02","227",57,34.1422639247327
"2061","01","217",58,66.1663927182713
"2062","01","160",60,42.8191534484684
"2063","02","152",51,34.6120219990943
"2064","02","147",57,49.4338804704679
"2065","02","155",47,44.2357151421794
"2066","02","209",55,68.9250674139384
"2067","02","222",56,58.3227948817063
"2068","02","239",58,35.5084460030833
"2069","02","185",56,65.7393519145
"2070","01","158",59,56.0067228911723
"2071","01","187",57,45.4199984161661
"2072","01","178",49,57.9937261185887
"2073","02","176",54,50.4022601518215
"2074","01","230",48,43.6738552320813
"2075","01","233",50,15.5863217585414
"2076","01","146",60,43.2664313139787
"2077","02","179",56,63.0160718082855
"2078","01","194",47,34.8735583763216
"2079","02","146",57,74.2604053825894
"2080","02","224",54,97.369759230379
"2081","01","148",60,78.1939605345287
"2082","02","230",49,43.7109041303601
"2083","02","158",54,68.3691435692805
"2084","01","178",47,42.4082287298028
"2085","01","207",54,48.6994361364966
"2086","02","200",59,59.2517842186802
"2087","02","237",48,48.3720950407355
"2088","01","176",47,32.5149563361883
"2089","02","234",46,36.4876388619113
"2090","02","178",46,38.6222479639404
"2091","01","229",59,51.440010016516
"2092","01","217",58,35.7024424094396
"2093","01","184",49,18.842895861028
"2094","01","181",54,63.441112730063
"2095","02","158",59,51.0286233646019
"2096","01","208",56,66.224182609505
"2097","02","152",50,57.6333446979935
"2098","02","208",58,30.9322691988315
"2099","01","226",60,46.3714662106775
"2100","02","224",57,41.7716000085859
"2101","02","147",45,40.8749241531503
"2102","01","202",59,24.7326536182688
"2103","02","180",54,83.292816636597
"2104","02","152",59,35.2748684653092
"2105","02","153",50,29.5758184915885
"2106","01","171",50,44.6585474152187
"2107","02","165",48,57.6456911339276
"2108","02","240",60,28.343966152332
"2109","02","222",58,36.4704323889535
"2110","02","211",45,56.7836862489648
"2111","01","197",49,26.4207415746186
"2112","02","191",45,65.7628618000674
"2113","02","226",49,39.7022326667759
"2114","01","170",52,45.3108828992358
"2115","01","229",60,63.8791831256623
"2116","02","159",46,67.0886299280081
"2117","02","154",52,35.59750531321
"2118","02","184",55,71.6059733905467
"2119","02","219",51,27.6562625142986
"2120","02","187",57,43.1870859011721
"2121","02","225",55,49.7341199036768
"2122","01","162",60,70.5505591940701
"2123","01","146",50,32.1548651732821
"2124","02","167",53,67.0071003968435
"2125","01","163",53,59.5342420309269
"2126","02","195",46,66.8460606029134
"2127","02","232",51,51.3569666011158
"2128","02","178",54,29.8100417368622
"2129","01","149",47,74.4693417180888
"2130","02","159",51,49.3653614740512
"2131","02","155",48,68.508127650673
"2132","02","159",52,73.7076089078751
"2133","02","196",49,55.3548009968481
"2134","01","158",56,38.1732536766116
"2135","01","191",53,56.5089444158807
"2136","01","204",57,58.0716742693484
"2137","02","174",45,49.5840190288261
"2138","01","194",46,69.4920490320859
"2139","02","147",54,60.0054093614948
"2140","01","168",51,61.7479783957483
"2141","01","234",57,56.4495759403271
"2142","01","152",56,46.1841218197847
"2143","02","239",47,40.9808279838079
"2144","01","153",52,26.7438560943936
"2145","02","171",57,53.3246447454292
"2146","02","144",58,63.8361569668693
"2147","01","151",47,54.8631455991093
"2148","01","199",58,47.000244478484
"2149","01","229",48,50.6538327774261
"2150","02","174",54,48.2001060534886
"2151","01","238",60,40.8001115856575
"2152","02","169",51,41.2754578716932
"2153","02","170",56,58.1227950297244
"2154","02","151",45,76.5678147818221
"2155","02","226",60,61.0346987991411
"2156","01","155",46,51.1705997124508
"2157","02","205",45,67.1864254563767
"2158","01","176",45,50.4570846383951
"2159","01","200",59,41.3811665697644
"2160","02","199",60,51.7746548952105
"2161","01","199",54,26.632443149849
"2162","01","184",53,54.940303357334
"2163","01","170",53,53.9474679514697
"2164","01","188",50,46.6805914067263
"2165","01","178",49,71.8880823614145
"2166","02","238",49,48.3461787530704
"2167","02","237",54,38.3705194684397
"2168","02","145",45,18.5736369556275
"2169","01","210",57,66.9509830491577
"2170","02","178",45,30.6646190273681
"2171","01","193",52,50.1236064936186
"2172","02","176",60,51.920965117907
"2173","01","222",49,50.050725910877
"2174","02","181",51,33.2187660201398
"2175","01","226",48,15.9736757758219
"2176","02","215",47,21.3415228008594
"2177","01","152",48,52.2253978243033
"2178","01","158",60,52.1182295837702
"2179","02","169",58,62.5710158082922
"2180","02","169",46,69.8302623501916
"2181","01","237",57,68.884947493446
"2182","01","158",46,45.6251340306912
"2183","01","163",50,46.1750866965631
"2184","01","166",59,28.5062016540369
"2185","01","184",47,61.3725348817812
"2186","02","178",53,54.3711709116747
"2187","02","165",55,18.8497689300495
"2188","01","207",50,42.6090778135307
"2189","01","173",56,53.4448452068193
"2190","01","154",56,58.3558359032035
"2191","01","205",53,69.0995809718689
"2192","01","202",46,33.7472002867416
"2193","02","215",46,50.9130321340962
"2194","02","172",45,37.9450986660763
"2195","01","183",47,44.2398247935995
"2196","01","175",51,68.2894367602039
"2197","01","235",52,42.2225330143144
"2198","02","189",60,45.5426724764104
"2199","02","213",46,50.5337605732648
"2200","01","193",48,75.394979160308
"2201","01","183",59,48.2233237215407
"2202","01","171",58,56.2798195427586
"2203","02","161",51,48.3638249358749
"2204","02","185",48,49.1146603927498
"2205","02","184",51,64.6044210009964
"2206","02","193",50,70.9092229110895
"2207","02","240",59,92.394766632949
"2208","02","204",56,55.9229306496669
"2209","01","157",52,47.8589002052051
"2210","02","193",51,40.8040967427016
"2211","01","238",56,63.5734196379714
"2212","02","211",59,35.78660470009
"2213","01","230",48,41.8712457657832
"2214","02","149",60,35.3932603961143
"2215","01","202",50,37.0981120364989
"2216","01","178",56,28.2256211682339
"2217","02","219",54,63.3306164339681
"2218","02","142",52,64.9688565736907
"2219","02","213",58,48.5030558508472
"2220","01","149",54,47.8728490848408
"2221","01","189",50,53.927416530066
"2222","01","231",60,50.3441960784739
"2223","02","163",51,59.8815151927917
"2224","01","233",57,37.8300616613554
"2225","01","181",55,25.9791119535353
"2226","01","189",59,74.4532821280975
"2227","01","204",55,68.2961654092005
"2228","02","197",56,77.6912593775021
"2229","02","187",46,64.2647762330771
"2230","02","191",60,22.2299188688599
"2231","01","191",57,34.5284263533648
"2232","01","180",49,41.080787056506
"2233","01","160",58,44.4551741194859
"2234","02","151",48,42.6313301373241
"2235","01","190",53,13.2630327688966
"2236","02","217",49,66.8502082648191
"2237","02","196",58,62.6879326041448
"2238","01","209",52,40.1039534848092
"2239","01","149",54,49.3926089167717
"2240","02","206",57,54.0666117051415
"2241","01","179",51,73.7149329580505
"2242","02","224",54,70.7163805772819
"2243","01","213",48,41.3953101443472
"2244","01","213",60,46.4451790974989
"2245","02","187",46,53.8938359177612
"2246","01","234",56,62.2230472366998
"2247","01","169",60,55.4449475336863
"2248","01","223",52,66.6687841429001
"2249","02","204",53,41.9794911187916
"2250","01","204",46,38.7416958901649
"2251","01","179",47,68.6496360166859
"2252","01","212",53,73.279875015801
"2253","02","212",55,49.6743973392711
"2254","02","162",48,64.88057550377
"2255","02","181",54,53.1896963088901
"2256","01","195",58,46.1603031988076
"2257","01","217",59,60.0988442146192
"2258","01","157",51,31.5004763477826
"2259","01","206",54,26.6439210395433
"2260","01","170",55,67.4892767683988
"2261","02","237",54,31.969979091791
"2262","02","142",60,63.1487301253458
"2263","01","151",55,41.8104250143406
"2264","01","172",51,59.0119733752064
"2265","01","199",53,36.8572978268287
"2266","01","229",52,54.8510087042228
"2267","02","173",54,77.6135597203792
"2268","02","174",56,63.905735128419
"2269","02","191",52,44.8701386453374
"2270","01","213",45,60.6703528791819
"2271","01","182",57,68.1782286095858
"2272","02","172",49,37.1176969561502
"2273","02","205",45,51.6097509561684
"2274","01","212",47,58.454530271564
"2275","02","201",48,46.9504760785935
"2276","02","170",58,61.7850612092169
"2277","02","148",51,45.4957418444621
"2278","01","145",47,52.1454142779476
"2279","02","216",54,49.8821110589079
"2280","01","146",51,50.7857247717282
"2281","02","235",45,34.5290728251775
"2282","01","144",46,53.2232154737002
"2283","01","203",48,48.1303694848461
"2284","02","221",60,52.2029405035785
"2285","02","203",47,26.0771594282024
"2286","02","186",49,66.2856392421262
"2287","01","212",60,47.5960510112154
"2288","01","161",56,52.1868060597704
"2289","01","185",52,44.0776302256386
"2290","02","195",45,34.1798446577366
"2291","01","199",57,31.2383217550952
"2292","01","143",52,55.072243646775
"2293","02","176",58,71.6038508314088
"2294","02","209",50,30.4877533154879
"2295","01","208",54,62.404534539983
"2296","02","178",57,41.0524926682283
"2297","01","197",58,45.6336931944979
"2298","02","220",50,91.6873603926662
"2299","01","219",57,42.4923260779253
"2300","02","161",49,45.928198233582
"2301","02","174",59,28.5819782343213
"2302","02","168",50,43.319717922211
"2303","02","154",48,39.4356388568532
"2304","02","227",49,32.2052740455784
"2305","01","149",56,30.6768127805204
"2306","01","227",53,66.2792926357555
"2307","01","226",46,30.4831269880628
"2308","01","228",57,58.8064336937326
"2309","01","176",48,35.3632549078319
"2310","02","156",46,58.0644397716071
"2311","01","235",60,62.2043555521654
"2312","02","206",50,22.0064164497471
"2313","01","233",48,71.062854441087
"2314","02","152",48,19.796354734419
"2315","01","218",60,73.6878913920117
"2316","02","199",45,56.9819880688617
"2317","01","159",59,49.7483892172699
"2318","02","172",45,32.7407365786437
"2319","02","195",49,57.8158872540775
"2320","02","223",49,67.4161073996355
"2321","02","170",45,26.6759448492013
"2322","02","183",54,45.473751673192
"2323","01","219",56,33.3948654663167
"2324","02","227",51,46.976297952567
"2325","01","198",49,46.274509667523
"2326","02","205",59,39.8341977666275
"2327","01","206",46,59.0923023785562
"2328","01","176",46,49.1339090948924
"2329","02","203",60,56.737709058393
"2330","02","154",55,49.075391741111
"2331","01","216",49,63.3146834411933
"2332","01","161",50,27.4722316110523
"2333","02","171",47,57.9920261331413
"2334","01","153",47,68.4630026563339
"2335","02","149",57,31.4097635882929
"2336","02","208",52,73.3950917315581
"2337","01","152",57,74.0444540698735
"2338","01","163",49,36.7522481786218
"2339","01","183",51,24.1433739753443
"2340","01","147",54,38.793573180556
"2341","01","163",53,26.8402597918276
"2342","01","214",48,45.1760332515469
"2343","02","187",59,46.265748172662
"2344","01","143",46,21.5008666902063
"2345","01","174",53,41.7029423871183
"2346","02","223",58,40.7006620890563
"2347","01","212",60,72.1639378147471
"2348","01","186",48,50.3884282934006
"2349","01","231",52,41.7654802684401
"2350","02","155",54,39.8980588341218
"2351","01","192",48,43.9123272041085
"2352","02","164",56,64.3532885308409
"2353","01","240",57,58.9955156734994
"2354","02","186",46,52.4647632925688
"2355","02","230",57,78.8827630649364
"2356","01","215",46,45.7303480053101
"2357","02","156",60,42.3804883886435
"2358","01","209",45,61.93109079415
"2359","02","189",50,54.3091431255654
"2360","02","196",55,74.6192904020125
"2361","02","153",58,60.5953515478543
"2362","02","225",53,68.8280068479186
"2363","02","161",48,66.6299157474713
"2364","01","234",55,65.4009432976415
"2365","02","200",56,38.52612020445
"2366","01","153",54,65.9770352264851
"2367","01","231",52,24.4161339166837
"2368","01","178",55,23.5357273714388
"2369","02","166",57,51.9099289996087
"2370","01","199",59,34.8353518843366
"2371","01","155",47,43.9295879051728
"2372","02","229",49,48.7042352840976
"2373","01","161",49,66.2493418465646
"2374","02","182",50,10.6728138843971
"2375","01","146",49,47.7892098920973
"2376","01","148",58,38.4191344572101
"2377","02","192",58,24.3828293830987
"2378","01","200",59,54.2545949574142
"2379","01","235",49,57.1316974461671
"2380","01","222",50,69.6046096498749
"2381","02","226",59,42.8995624661382
"2382","01","220",50,39.9018700496955
"2383","01","163",47,30.5265899099448
"2384","01","208",58,43.9820529133421
"2385","01","208",52,52.6852268497536
"2386","01","212",49,41.8191218742531
"2387","02","220",60,55.5087103728466
"2388","01","145",46,50.8884115862361
"2389","02","230",55,23.4464226945681
"2390","02","181",55,55.4298651241709
"2391","01","186",58,39.4169132498817
"2392","01","176",48,68.6914712955493
"2393","01","143",60,65.9530759216318
"2394","02","160",56,52.1210468587984
"2395","01","186",47,61.4071518433462
"2396","01","217",52,43.8836135896609
"2397","01","230",55,55.3400497651261
"2398","01","183",53,44.7741346036739
"2399","02","168",56,47.209625962897
"2400","02","171",57,55.9752001840843
"2401","02","160",58,60.3383676839312
"2402","02","234",49,57.117540577281
"2403","02","233",57,24.0837907555749
"2404","01","161",55,52.7398377091063
"2405","02","154",46,57.6823237662528
"2406","02","230",51,32.0305982258423
"2407","01","174",51,40.8672337866823
"2408","02","149",54,61.6691594947082
"2409","02","215",48,25.9839324616406
"2410","02","188",55,62.72479333235
"2411","01","226",49,76.9558268053908
"2412","02","215",45,56.3036092359623
"2413","02","228",45,36.5296178810552
"2414","02","231",50,61.1786505729433
"2415","02","187",59,63.9269600218009
"2416","01","155",45,42.312833660823
"2417","01","195",50,67.7920542086959
"2418","02","164",47,55.529487168147
"2419","02","168",49,62.3984306702488
"2420","02","175",56,92.4457471795765
"2421","01","204",54,26.4422059957825
"2422","01","226",56,34.5184432743762
"2423","02","175",59,44.2374044402133
"2424","02","175",60,34.1372928472832
"2425","01","238",49,44.8635068531013
"2426","02","216",46,76.0411569922086
"2427","01","161",56,17.1685518051365
"2428","01","141",57,48.8730970271388
"2429","02","171",46,73.1930891606956
"2430","01","228",51,13.7492937628744
"2431","01","234",54,43.4203006324153
"2432","02","206",59,70.2038166044328
"2433","01","160",56,34.8645861010442
"2434","02","163",59,47.3931728769835
"2435","01","233",52,33.631530201653
"2436","01","154",47,71.258895106487
"2437","02","173",56,67.6852285030748
"2438","02","212",50,51.1265164957947
"2439","02","204",54,62.5903314776086
"2440","02","190",47,40.3224063475272
"2441","02","150",58,53.6296803657031
"2442","01","155",47,22.0064820302745
"2443","01","209",47,42.4108583876628
"2444","01","211",50,53.7353788889819
"2445","02","156",56,49.6728806566225
"2446","02","173",46,36.7746434578039
"2447","01","191",55,36.0576572162798
"2448","02","168",58,31.5915727947416
"2449","02","148",54,32.0302622104499
"2450","01","162",52,66.6867641278632
"2451","02","142",54,18.9732149648451
"2452","02","145",47,36.0513597880803
"2453","02","152",55,62.4046541847894
"2454","01","240",57,52.2486810183772
"2455","01","142",50,67.0324488438203
"2456","02","195",56,50.3079747710599
"2457","02","146",55,73.2246400360416
"2458","01","177",51,51.7927105838707
"2459","02","192",54,66.8193449840061
"2460","02","162",53,44.3160756756419
"2461","02","233",55,42.5332147829735
"2462","02","227",56,51.6348185262246
"2463","01","174",52,50.2646446614161
"2464","01","143",48,45.4676357876757
"2465","02","141",46,40.4051496827153
"2466","01","195",60,40.9059422813026
"2467","01","143",49,55.0060371118556
"2468","01","173",60,43.3606300525584
"2469","01","173",53,71.6459188557539
"2470","01","232",49,41.002211637944
"2471","01","145",53,64.4715410714973
"2472","02","238",59,48.4589976043652
"2473","02","147",58,49.3408443369388
"2474","02","172",54,40.7035100898561
"2475","02","219",57,49.7612451519834
"2476","02","156",54,49.3647606261
"2477","02","218",52,69.1324946566166
"2478","02","223",53,78.0849495013423
"2479","02","202",48,25.2667428455003
"2480","02","223",52,62.6338853574119
"2481","02","197",50,41.704022828743
"2482","01","218",52,52.9479554005013
"2483","02","174",55,34.0743774928199
"2484","02","190",58,53.1068422619239
"2485","01","167",58,63.0966709524274
"2486","01","206",51,57.903142489578
"2487","02","221",53,72.5283849927876
"2488","01","212",51,57.7983302285941
"2489","01","226",46,33.531187716513
"2490","02","194",54,51.3250776593287
"2491","02","208",53,50.4288016614878
"2492","02","201",45,39.3513239192477
"2493","02","204",50,32.7354678848924
"2494","01","184",47,67.3614701456211
"2495","02","163",58,32.1592739236613
"2496","02","197",53,65.8346108977462
"2497","01","227",54,80.839518236724
"2498","01","177",60,44.7456899558722
"2499","02","223",49,43.3172263746981
"2500","02","166",54,73.1228150049764
"2501","01","153",48,59.5137192414493
"2502","02","226",57,45.4075258033276
"2503","01","235",53,62.1708111213199
"2504","01","186",59,19.9374827277211
"2505","01","186",59,58.8730032230655
"2506","01","193",53,50.5825045483585
"2507","01","172",54,21.8353560991287
"2508","01","208",60,51.0882408435708
"2509","02","195",51,48.6249362385394
"2510","01","235",56,40.4861346992725
"2511","01","239",52,63.9175421602942
"2512","02","235",53,54.5142621502166
"2513","01","195",60,42.8973866977799
